product_category_tree,product_name,description
957,Home Decor & Festive Needs,Nutcase Multicolor Column Floor Lamp,"Key Features of Nutcase Multicolor Column Floor Lamp Designer Lamp Bulb Included Cool & Quirky Design Sturdy Structure,Nutcase Multicolor Column Floor Lamp (31 cm) Price: Rs. 1,299 Nutcase brings you for the first time in India - Designer Floor Lamps . Light up your home or office with this colorful lamp . Comes in over 100+ designs."
958,Home Furnishing,"M S Rugs Pink, Blue Wool Dhurrie","Key Features of M S Rugs Pink, Blue Wool Dhurrie Pattern: Geometric Shape: Rectangle,Specifications of M S Rugs Pink, Blue Wool Dhurrie (120 cm  X 180 cm) General Brand M S Rugs Shape Rectangle Type Dhurrie Design Code MS004PKTBL-4'X6' Material Wool Pattern Geometric Style Code MS-004 Color Pink, Blue Dimensions Length 70 inch / 180 cm Width 47 inch / 120 cm In the Box Number of Contents in Sales Package Pack of 1 Additional Features Other Features Hand wowan Fabric Care Wash narmal"
959,Home Furnishing,GIMS Brown Viscose Carpet,"Key Features of GIMS Brown Viscose Carpet soft polyester Viscos Elegant look and comfort feel Suits drawing room, bed room, Living hall,GIMS Brown Viscose Carpet (165 cm  X 120 cm) Price: Rs. 4,100 Polyester Blend Carpet is a perfect suit for your home interiors. This rectangular carpet is of coffee brown color with dark and light shade in the same color. This carpet is best choice for your center table. Add elegance and beauty with this carpet.,Specifications of GIMS Brown Viscose Carpet (165 cm  X 120 cm) General Shape Rrectangular Brand GIMS Design Code 4by6 Type Carpet Material Viscose Style Code brown centre table Pattern Paisley Color Brown Warranty Covered in Warranty 10 days replacement Dimensions Length 47 inch / 120 cm Width 64 inch / 165 cm In the Box Number of Contents in Sales Package Pack of 1"
960,Home Furnishing,Cotonex Beige Cotton Kitchen Linen Set,"Cotonex Beige Cotton Kitchen Linen Set (Pack of 2) Price: Rs. 299 Reviews of Cotonex 100% Pure Cotton Glove,Specifications of Cotonex Beige Cotton Kitchen Linen Set (Pack of 2) General Brand Cotonex Design Code KLS221 Material Cotton Style Code 56213KLS221 Pattern Solid Design Solid Design Color Beige Dimensions Weight 150 Additional Features Fabric Care Machine washable, do not dry clean, do not bleach In the Box Number of Contents in Sales Package Pack of 2 Sales Package 2 Glove"
961,Home Furnishing,FURNISHINGLAND Green Silk Carpet,"Key Features of FURNISHINGLAND Green Silk Carpet Pattern: Floral Shape: Rectangle Place of Use: BEDROOM, LIVING ROOM, GUEST ROOM Style: Persian,FURNISHINGLAND Green Silk Carpet (60 cm  X 180 cm) Price: Rs. 7,399 This green persian silk carpet from furnishingland gives your home an incredible look. Modern and traditional in style, this carpet is feeling soft in touch and made of viscose, a must have for your living room or bed room.,Specifications of FURNISHINGLAND Green Silk Carpet (60 cm  X 180 cm) General Shape Rectangle Brand FURNISHINGLAND Place of Use BEDROOM, LIVING ROOM, GUEST ROOM Design Code FLVI51GREENC2X6 Type Carpet Material Silk Style Persian Style Code FLVI51GREENC2X6 Pattern Floral Color Green Dimensions Length 70 inch / 180 cm Width 23 inch / 60 cm Additional Features Fabric Care Vaccum Clean In the Box Number of Contents in Sales Package Pack of 1"
962,Home Furnishing,FURNISHINGLAND Black Polyester Carpet,"Key Features of FURNISHINGLAND Black Polyester Carpet Pattern: Geometric Shape: Rectangle Place of Use: BEDROOM, LIVING ROOM, GUEST ROOM,FURNISHINGLAND Black Polyester Carpet (90 cm  X 150 cm) Price: Rs. 1,325 This black colour geometrical carpet will brighten up the decor of your home. Made from high quality fabric, this carpet will keep your floor beautiful and clean. Furnishingland brings wide range of home furnishing products- Curtains, Blinds and Carpets to decorate your home. All products appeal excellent design and colours.,Specifications of FURNISHINGLAND Black Polyester Carpet (90 cm  X 150 cm) General Shape Rectangle Brand FURNISHINGLAND Place of Use BEDROOM, LIVING ROOM, GUEST ROOM Design Code FLMH922BLACKC3X5 Type Carpet Material Polyester Style Code FLMH922BLACKC3X5 Pattern Geometric Color Black Dimensions Length 59 inch / 150 cm Width 35 inch / 90 cm Additional Features Fabric Care Vaccum Clean In the Box Number of Contents in Sales Package Pack of 1"
963,Home Furnishing,loomkart Blue Polyester Runner,Specifications of loomkart Blue Polyester Runner (55 cm  X 147 cm) General Brand loomkart Shape Rectangle Type Runner Design Code 001 Material Polyester Pattern Abstract Style Code AVIRUG85001 Color Blue Dimensions Length 57 inch / 147 cm Width 21 inch / 55 cm In the Box Number of Contents in Sales Package Pack of 1
964,Home Furnishing,FURNISHINGLAND Maroon Silk Carpet,"Key Features of FURNISHINGLAND Maroon Silk Carpet Pattern: Floral Shape: Rectangle Place of Use: BEDROOM, LIVING ROOM, GUEST ROOM Style: Persian,FURNISHINGLAND Maroon Silk Carpet (60 cm  X 180 cm) Price: Rs. 7,399 An elegantly designed maroon persian silk carpet from furnishingland. Made using high quality viscose, this carpet ensures soft feel and comes with long lasting performance. The colour combinations and pattern makes this carpet visually appealing. This carpet gives an all new look to your home decor.,Specifications of FURNISHINGLAND Maroon Silk Carpet (60 cm  X 180 cm) General Shape Rectangle Brand FURNISHINGLAND Place of Use BEDROOM, LIVING ROOM, GUEST ROOM Design Code FLVI50REDC2X6 Type Carpet Material Silk Style Persian Style Code FLVI50REDC2X6 Pattern Floral Color Maroon Dimensions Length 70 inch / 180 cm Width 23 inch / 60 cm Additional Features Fabric Care Vaccum Clean In the Box Number of Contents in Sales Package Pack of 1"
965,Beauty and Personal Care,"NYX Set Of 2 Soft Matte Lip Cream 06,22","NYX Set Of 2 Soft Matte Lip Cream 06,22 (Multi color) Price: Rs. 1,600 NYX brand has been recently bought by Loreal Paris group. And it brings to you NYX best selling product , NYX Soft Matte Lip Cream: Straddles the line between lipstick and gloss.Creamy, lustrous formula applies like silk soft matte finish exudes a sensual glow.Unique innovative texture adds the perfect polish to any look.,Specifications of NYX Set Of 2 Soft Matte Lip Cream 06,22 (Multi color) General Traits Organic Type Natural Quantity 16 ml Shade Multi color Ideal For Women Container Type Bottle In the Box 2 Lip Cream"
966,Kitchen & Dining,Checkered Chef Steel All-Purpose Scissor,"Checkered Chef Steel All-Purpose Scissor (Red, Black, Silver, Pack of 1) Price: Rs. 1,921 YOUR SEARCH IS OVER YOU HAVE FINALLY FOUND THE ONLY PAIR OF MULTIFUNCTION KITCHEN SCISSORS YOU WILL EVER NEED - Tackle any kitchen cutting job - fresh chicken, cooked chicken, herbs, meat, vegetables, bones, ribs and cardboard. - Razor sharp stainless steel blades enable you to cut virtually anything with ease! - No more aching fingers! Soft rubberized handles and quality precision workmanship make cutting a breeze! Easy To Clean And Safe Too! Everyone knows that kitchen scissors that don't come apart pose a health risk - they just can't be cleaned properly! But scissors that come apart too easily are annoying and dangerous! Checkered Chef Multifunction Kitchen Scissors are specially designed to only come apart when opened all the way to 90 degrees - wider than the normal cutting range. So you can use your scissors, and clean them too! What About All The Special Features? - Not just a pair of scissors - this is a multifunction kitchen tool! Use as a bottle opener, fish scaler, knife or even a screwdriver! - Our super strong magnetic sheath will keep your scissors safe and within reach at all times - never lose your scissors again! - You've never made a salad this easily - simply cut the lettuce and vegetables straight into the bowl! Are these really the best scissors you can buy? See the boy on our label? That's me - the ""Checkered Chef"". I like to cook and I like to wear checks, that's why they call me the Checkered Chef. I have tested every sample and proto-type that has crossed our kitchen bench. I proclaim these scissors quite simply, the best! Order today by clicking the ""Add to Cart"" tab, check them out for yourself and tell me what you think!,Specifications of Checkered Chef Steel All-Purpose Scissor (Red, Black, Silver, Pack of 1) General Brand Checkered Chef Handle Material Plastic Blade Material Steel Model Number The Original Heavy Duty Multifunction Kitchen Scissors Shears With Magnetic Holder Shade RED Type All-Purpose Scissor Color Red, Black, Silver In the Box Sales Package 1 kitchen scissor Pack of 1"
967,Baby Care,Mahadev Handicrafts Cotton Cartoon Double Bedsheet,"Key Features of Mahadev Handicrafts Cotton Cartoon Double Bedsheet Brand : Mahadev Handicrafts Sheet Length: 250 cm Sheet Width: 230 cm,Specifications of Mahadev Handicrafts Cotton Cartoon Double Bedsheet (1 Bedsheet , 2 Pillow Cover, Multicolor) General Brand Mahadev Handicrafts Machine Washable Yes Type Flat Material Cotton Model Name Cartoon Thread Count 300 Ideal For Baby Boys & Baby Girls Model ID MDH-10024982 Character Angry Birds Color Multicolor Size Double Dimensions Fitted Sheet Width NA cm Fitted Sheet Depth NA cm Fitted Sheet Length NA cm Flat Sheet Depth 1 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet , 2 Pillow Cover Additional Features Beauty, Bedsheet"
968,Baby Care,Sparklings Cotton Checkered Double Bedsheet,"Key Features of Sparklings Cotton Checkered Double Bedsheet Best Fit For:-Large Size Double Bed(6.5 ft X 6 ft) Thread Count:160 TC Package Content:1 Double Bedsheet With 2 Pillow Cover,Sparklings Cotton Checkered Double Bedsheet (double bedsheet with pillow covers, Multicolor) Price: Rs. 549 There are days when you don’t want to socialise, and just curl up on your bed, and read, or watch your favourite TV show. For those days, you can jazz up your bedroom décor, by spreading this double bedsheet from SPARKLINGS to pep up your mood. Print that you will Love The blend of abstract and floral prints gives this bedsheet an appealing look. Cotton You wouldn’t want to leave your bedroom anymore, as the bedsheet and two pillow covers are made of cotton to help you relax your body and mind as soon as you hit the bed.,Specifications of Sparklings Cotton Checkered Double Bedsheet (double bedsheet with pillow covers, Multicolor) General Brand Sparklings Machine Washable Yes Type Flat Material Cotton Model Name BDOA510SPK Ideal For Boys & Girls Model ID BDOA510SPK Color Multicolor Size Double Fabric Care First few wash separately, Dark colors to be wash separately, Cold machine wash, Do not use strong Detergent, Do not Bleach, Do not Tumble Dry, Do not Iron on Prints, Do not soak for long time, Dry In Shade. Dimensions Flat Sheet Width 89 inch / 228 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 27 inch / 69 cm Weight 450 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 3 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package double bedsheet with pillow covers Additional Features Product color may vary due to photogenic effect"
969,Home Furnishing,Swastik Velvet Sofa Cover,"Swastik Velvet Sofa Cover (Multicolor Pack of 10) Price: Rs. 699 Swastik Traders Presant Velvet Sofa Cover Product Length 27 inches,Product Width 22 inches, Set of 10,Specifications of Swastik Velvet Sofa Cover (Multicolor Pack of 10) General Brand Swastik Suitable For Living-Room Model Number SF11 Shade Multicolor Type Sofa Material Velvet Pattern Floral Color Multicolor Dimensions Weight 0.5 kg Height 68 cm In the Box Pack of 10"
970,Baby Care,Bela Home Cotton Cartoon Single Bedsheet,"Key Features of Bela Home Cotton Cartoon Single Bedsheet Made from 100% Pure Cotton ; Fast Colors, Cotton is always best for your kid skin, Very Durable,,Bela Home Cotton Cartoon Single Bedsheet (1 Single Bedsheet + 1 Pillow Cover, Blue) Price: Rs. 319 Bring home this bed sheet from Bela Home which is extremely easy to maintain. Made from pure cotton fabric this set is very comfortable for the skin. It is soft and smooth to touch and is easy to maintain. Beautiful Bedsheet Collection with pleasing colors & soft fabric for a luxurious experience.. Content: Fabric : 100% Cotton Size : 1 Bed sheet - 230 x 230 cms (approx.) and 2 pillow case - 46 x 69 cms (approx.). Weight : 1100 gms (Approx) Features 100% cotton A combination of cotton is ever bought to get a good stuff. Elegent prints give your room a fresh and an instant glow. Designer Collection. Wash Care: Wash with normal detergent in water.Do not bleach or use soft detergent. Dry in shade. Note: Image displayed is for reference only. Actual set contain items as mentioned. Disclaimer: Product color may slightly vary due to photographic lighting sources or your monitor settings.,Specifications of Bela Home Cotton Cartoon Single Bedsheet (1 Single Bedsheet + 1 Pillow Cover, Blue) General Brand Bela Home Machine Washable Yes Type Flat Material Cotton Model Name 100% Cotton Joyful Toons Single bedsheet Thread Count 140 Ideal For Baby Boys & Baby Girls Model ID BDIBB06 Color Blue Size Single Fabric Care Machine Wash, Do Not Bleach Dimensions Flat Sheet Width 59 inch / 150 cm Fitted Sheet Width 150 cm Pillow Cover Width 18 inch / 46 cm Pillow Cover Length 27 inch / 69 cm Fitted Sheet Depth 1 cm Fitted Sheet Length 230 cm Flat Sheet Depth 1 cm Flat Sheet Length 90 inch / 230 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Single Bedsheet + 1 Pillow Cover"
